"No.","Leftover Capture Data","Length","Source Port","Destination Port","Time","Source","Destination","Protocol","Info"
"4747","00fc0000","31","0x00000001","0xffffffff","75.706933","1.3.1","host","USB","URB_INTERRUPT in"
"4748","00fc0000","31","0x00000001","0xffffffff","75.722533","1.3.1","host","USB","URB_INTERRUPT in"
"4749","00fc0000","31","0x00000001","0xffffffff","75.722533","1.3.1","host","USB","URB_INTERRUPT in"
"4750","00fc0000","31","0x00000001","0xffffffff","75.738133","1.3.1","host","USB","URB_INTERRUPT in"
"4751","00fb0000","31","0x00000001","0xffffffff","75.738133","1.3.1","host","USB","URB_INTERRUPT in"
"4752","00fa0000","31","0x00000001","0xffffffff","75.753733","1.3.1","host","USB","URB_INTERRUPT in"
"4753","00fc0000","31","0x00000001","0xffffffff","75.753733","1.3.1","host","USB","URB_INTERRUPT in"
"4754","00f9ff00","31","0x00000001","0xffffffff","75.769333","1.3.1","host","USB","URB_INTERRUPT in"
"4755","00faff00","31","0x00000001","0xffffffff","75.769333","1.3.1","host","USB","URB_INTERRUPT in"
"4756","00fa0000","31","0x00000001","0xffffffff","75.784933","1.3.1","host","USB","URB_INTERRUPT in"
"4757","00f8fe00","31","0x00000001","0xffffffff","75.784933","1.3.1","host","USB","URB_INTERRUPT in"
"4758","00f90000","31","0x00000001","0xffffffff","75.800533","1.3.1","host","USB","URB_INTERRUPT in"
"4759","00fa0000","31","0x00000001","0xffffffff","75.800533","1.3.1","host","USB","URB_INTERRUPT in"
"4760","00f80000","31","0x00000001","0xffffffff","75.816133","1.3.1","host","USB","URB_INTERRUPT in"
"4761","00fa0000","31","0x00000001","0xffffffff","75.816133","1.3.1","host","USB","URB_INTERRUPT in"
"4762","00fb0000","31","0x00000001","0xffffffff","75.831733","1.3.1","host","USB","URB_INTERRUPT in"
"4763","00fa0000","31","0x00000001","0xffffffff","75.831733","1.3.1","host","USB","URB_INTERRUPT in"
"4764","00fc0000","31","0x00000001","0xffffffff","75.847333","1.3.1","host","USB","URB_INTERRUPT in"
"4765","00fb0000","31","0x00000001","0xffffffff","75.847333","1.3.1","host","USB","URB_INTERRUPT in"
"4766","00fc0000","31","0x00000001","0xffffffff","75.862933","1.3.1","host","USB","URB_INTERRUPT in"
"4767","00fc0200","31","0x00000001","0xffffffff","75.862933","1.3.1","host","USB","URB_INTERRUPT in"
"4768","00fb0100","31","0x00000001","0xffffffff","75.878533","1.3.1","host","USB","URB_INTERRUPT in"
"4769","00fc0200","31","0x00000001","0xffffffff","75.878533","1.3.1","host","USB","URB_INTERRUPT in"
"4770","00fc0100","31","0x00000001","0xffffffff","75.894133","1.3.1","host","USB","URB_INTERRUPT in"
"4771","00fb0100","31","0x00000001","0xffffffff","75.894133","1.3.1","host","USB","URB_INTERRUPT in"
"4772","00fc0100","31","0x00000001","0xffffffff","75.909733","1.3.1","host","USB","URB_INTERRUPT in"
"4773","00fc0000","31","0x00000001","0xffffffff","75.909733","1.3.1","host","USB","URB_INTERRUPT in"
"4774","00fb0000","31","0x00000001","0xffffffff","75.925333","1.3.1","host","USB","URB_INTERRUPT in"
"4775","00fd0200","31","0x00000001","0xffffffff","75.925333","1.3.1","host","USB","URB_INTERRUPT in"
"4776","00fd0000","31","0x00000001","0xffffffff","75.940933","1.3.1","host","USB","URB_INTERRUPT in"
"4777","00fd0100","31","0x00000001","0xffffffff","75.940933","1.3.1","host","USB","URB_INTERRUPT in"
"4778","00ff0000","31","0x00000001","0xffffffff","75.956533","1.3.1","host","USB","URB_INTERRUPT in"
"4779","00fe0100","31","0x00000001","0xffffffff","75.956533","1.3.1","host","USB","URB_INTERRUPT in"
"4780","00fe0000","31","0x00000001","0xffffffff","75.972133","1.3.1","host","USB","URB_INTERRUPT in"
"4781","00ff0100","31","0x00000001","0xffffffff","75.987733","1.3.1","host","USB","URB_INTERRUPT in"
"4782","00fe0000","31","0x00000001","0xffffffff","75.987733","1.3.1","host","USB","URB_INTERRUPT in"
"4783","00fe0200","31","0x00000001","0xffffffff","76.003333","1.3.1","host","USB","URB_INTERRUPT in"
"4784","00fd0100","31","0x00000001","0xffffffff","76.003333","1.3.1","host","USB","URB_INTERRUPT in"
"4785","00fc0100","31","0x00000001","0xffffffff","76.003333","1.3.1","host","USB","URB_INTERRUPT in"
"4786","00fd0000","31","0x00000001","0xffffffff","76.018933","1.3.1","host","USB","URB_INTERRUPT in"
"4787","00fd0100","31","0x00000001","0xffffffff","76.018933","1.3.1","host","USB","URB_INTERRUPT in"
"4788","00fc0200","31","0x00000001","0xffffffff","76.034533","1.3.1","host","USB","URB_INTERRUPT in"
"4789","00fc0100","31","0x00000001","0xffffffff","76.034533","1.3.1","host","USB","URB_INTERRUPT in"
"4790","00fc0100","31","0x00000001","0xffffffff","76.050133","1.3.1","host","USB","URB_INTERRUPT in"
"4791","00fd0100","31","0x00000001","0xffffffff","76.050133","1.3.1","host","USB","URB_INTERRUPT in"
"4792","00fb0200","31","0x00000001","0xffffffff","76.065733","1.3.1","host","USB","URB_INTERRUPT in"
"4793","00fe0000","31","0x00000001","0xffffffff","76.065733","1.3.1","host","USB","URB_INTERRUPT in"
"4794","00fd0100","31","0x00000001","0xffffffff","76.081333","1.3.1","host","USB","URB_INTERRUPT in"
"4795","00fd0100","31","0x00000001","0xffffffff","76.081333","1.3.1","host","USB","URB_INTERRUPT in"
"4796","00ff0000","31","0x00000001","0xffffffff","76.096933","1.3.1","host","USB","URB_INTERRUPT in"
"4797","00fd0100","31","0x00000001","0xffffffff","76.096933","1.3.1","host","USB","URB_INTERRUPT in"
"4798","00ff0100","31","0x00000001","0xffffffff","76.112534","1.3.1","host","USB","URB_INTERRUPT in"
"4799","00ff0100","31","0x00000001","0xffffffff","76.112534","1.3.1","host","USB","URB_INTERRUPT in"
"4800","00000100","31","0x00000001","0xffffffff","76.128134","1.3.1","host","USB","URB_INTERRUPT in"
"4801","00000100","31","0x00000001","0xffffffff","76.143734","1.3.1","host","USB","URB_INTERRUPT in"
"4802","00ff0200","31","0x00000001","0xffffffff","76.159334","1.3.1","host","USB","URB_INTERRUPT in"
"4803","00000100","31","0x00000001","0xffffffff","76.206134","1.3.1","host","USB","URB_INTERRUPT in"
"4804","00ff0100","31","0x00000001","0xffffffff","76.221734","1.3.1","host","USB","URB_INTERRUPT in"
"4805","00fe0200","31","0x00000001","0xffffffff","76.237334","1.3.1","host","USB","URB_INTERRUPT in"
"4806","00000100","31","0x00000001","0xffffffff","76.252934","1.3.1","host","USB","URB_INTERRUPT in"
"4807","00ff0100","31","0x00000001","0xffffffff","76.252934","1.3.1","host","USB","URB_INTERRUPT in"
"4808","00ff0100","31","0x00000001","0xffffffff","76.284134","1.3.1","host","USB","URB_INTERRUPT in"
"4809","00ff0100","31","0x00000001","0xffffffff","76.299734","1.3.1","host","USB","URB_INTERRUPT in"
"4810","00000200","31","0x00000001","0xffffffff","76.315334","1.3.1","host","USB","URB_INTERRUPT in"
"4811","00ff0100","31","0x00000001","0xffffffff","76.315334","1.3.1","host","USB","URB_INTERRUPT in"
"4812","00ff0000","31","0x00000001","0xffffffff","76.346534","1.3.1","host","USB","URB_INTERRUPT in"
"4813","00ff0100","31","0x00000001","0xffffffff","76.362134","1.3.1","host","USB","URB_INTERRUPT in"
"4814","00ff0000","31","0x00000001","0xffffffff","76.362134","1.3.1","host","USB","URB_INTERRUPT in"
"4815","00fe0000","31","0x00000001","0xffffffff","76.377734","1.3.1","host","USB","URB_INTERRUPT in"
"4816","00ff0100","31","0x00000001","0xffffffff","76.393334","1.3.1","host","USB","URB_INTERRUPT in"
"4817","00ff0100","31","0x00000001","0xffffffff","76.424534","1.3.1","host","USB","URB_INTERRUPT in"
"4818","00ff0000","31","0x00000001","0xffffffff","76.440134","1.3.1","host","USB","URB_INTERRUPT in"
"4819","00ff0100","31","0x00000001","0xffffffff","76.440134","1.3.1","host","USB","URB_INTERRUPT in"
"4820","00ff0100","31","0x00000001","0xffffffff","76.455734","1.3.1","host","USB","URB_INTERRUPT in"
"4821","00ff0000","31","0x00000001","0xffffffff","76.471334","1.3.1","host","USB","URB_INTERRUPT in"
"4822","00010000","31","0x00000001","0xffffffff","76.674135","1.3.1","host","USB","URB_INTERRUPT in"
"4823","00010000","31","0x00000001","0xffffffff","76.689735","1.3.1","host","USB","URB_INTERRUPT in"
"4824","0001ff00","31","0x00000001","0xffffffff","76.705335","1.3.1","host","USB","URB_INTERRUPT in"
"4825","00010000","31","0x00000001","0xffffffff","76.736535","1.3.1","host","USB","URB_INTERRUPT in"
"4826","01000000","31","0x00000001","0xffffffff","76.814535","1.3.1","host","USB","URB_INTERRUPT in"
"4827","0102ff00","31","0x00000001","0xffffffff","76.830135","1.3.1","host","USB","URB_INTERRUPT in"
"4828","01020200","31","0x00000001","0xffffffff","76.908135","1.3.1","host","USB","URB_INTERRUPT in"
"4829","01020200","31","0x00000001","0xffffffff","76.923735","1.3.1","host","USB","URB_INTERRUPT in"
"4830","01010200","31","0x00000001","0xffffffff","76.939335","1.3.1","host","USB","URB_INTERRUPT in"
"4831","01000200","31","0x00000001","0xffffffff","76.954935","1.3.1","host","USB","URB_INTERRUPT in"
"4832","01010300","31","0x00000001","0xffffffff","76.954935","1.3.1","host","USB","URB_INTERRUPT in"
"4833","01010200","31","0x00000001","0xffffffff","76.970535","1.3.1","host","USB","URB_INTERRUPT in"
"4834","01000100","31","0x00000001","0xffffffff","76.970535","1.3.1","host","USB","URB_INTERRUPT in"
"4835","01030400","31","0x00000001","0xffffffff","76.986135","1.3.1","host","USB","URB_INTERRUPT in"
"4836","01000300","31","0x00000001","0xffffffff","76.986135","1.3.1","host","USB","URB_INTERRUPT in"
"4837","01010200","31","0x00000001","0xffffffff","77.001735","1.3.1","host","USB","URB_INTERRUPT in"
"4838","01000300","31","0x00000001","0xffffffff","77.001735","1.3.1","host","USB","URB_INTERRUPT in"
"4839","01010200","31","0x00000001","0xffffffff","77.017335","1.3.1","host","USB","URB_INTERRUPT in"
"4840","01000100","31","0x00000001","0xffffffff","77.017335","1.3.1","host","USB","URB_INTERRUPT in"
"4841","01010400","31","0x00000001","0xffffffff","77.032935","1.3.1","host","USB","URB_INTERRUPT in"
"4842","01010100","31","0x00000001","0xffffffff","77.032935","1.3.1","host","USB","URB_INTERRUPT in"
"4843","01010300","31","0x00000001","0xffffffff","77.048535","1.3.1","host","USB","URB_INTERRUPT in"
"4844","01000200","31","0x00000001","0xffffffff","77.048535","1.3.1","host","USB","URB_INTERRUPT in"
"4845","01010300","31","0x00000001","0xffffffff","77.064135","1.3.1","host","USB","URB_INTERRUPT in"
"4846","01010300","31","0x00000001","0xffffffff","77.064135","1.3.1","host","USB","URB_INTERRUPT in"
"4847","01000100","31","0x00000001","0xffffffff","77.064135","1.3.1","host","USB","URB_INTERRUPT in"
"4848","01020300","31","0x00000001","0xffffffff","77.079735","1.3.1","host","USB","URB_INTERRUPT in"
"4849","01010200","31","0x00000001","0xffffffff","77.095335","1.3.1","host","USB","URB_INTERRUPT in"
"4850","01000100","31","0x00000001","0xffffffff","77.095335","1.3.1","host","USB","URB_INTERRUPT in"
"4851","01010100","31","0x00000001","0xffffffff","77.110935","1.3.1","host","USB","URB_INTERRUPT in"
"4852","01000100","31","0x00000001","0xffffffff","77.110935","1.3.1","host","USB","URB_INTERRUPT in"
"4853","01000200","31","0x00000001","0xffffffff","77.126535","1.3.1","host","USB","URB_INTERRUPT in"
"4854","01000100","31","0x00000001","0xffffffff","77.142135","1.3.1","host","USB","URB_INTERRUPT in"
"4855","01000100","31","0x00000001","0xffffffff","77.142135","1.3.1","host","USB","URB_INTERRUPT in"
"4856","01000300","31","0x00000001","0xffffffff","77.157735","1.3.1","host","USB","URB_INTERRUPT in"
"4857","01000100","31","0x00000001","0xffffffff","77.173335","1.3.1","host","USB","URB_INTERRUPT in"
"4858","01010200","31","0x00000001","0xffffffff","77.173335","1.3.1","host","USB","URB_INTERRUPT in"
"4859","01010300","31","0x00000001","0xffffffff","77.188935","1.3.1","host","USB","URB_INTERRUPT in"
"4860","01010100","31","0x00000001","0xffffffff","77.251336","1.3.1","host","USB","URB_INTERRUPT in"
"4861","01000100","31","0x00000001","0xffffffff","77.266936","1.3.1","host","USB","URB_INTERRUPT in"
"4862","01000200","31","0x00000001","0xffffffff","77.282536","1.3.1","host","USB","URB_INTERRUPT in"
"4863","01000100","31","0x00000001","0xffffffff","77.313736","1.3.1","host","USB","URB_INTERRUPT in"
"4864","0000ff00","31","0x00000001","0xffffffff","77.422936","1.3.1","host","USB","URB_INTERRUPT in"
"4865","0000fd00","31","0x00000001","0xffffffff","77.438536","1.3.1","host","USB","URB_INTERRUPT in"
"4866","0000fe00","31","0x00000001","0xffffffff","77.454136","1.3.1","host","USB","URB_INTERRUPT in"
"4867","0000fc00","31","0x00000001","0xffffffff","77.454136","1.3.1","host","USB","URB_INTERRUPT in"
"4868","0000fe00","31","0x00000001","0xffffffff","77.454136","1.3.1","host","USB","URB_INTERRUPT in"
"4869","0000fc00","31","0x00000001","0xffffffff","77.469736","1.3.1","host","USB","URB_INTERRUPT in"
"4870","00fffc00","31","0x00000001","0xffffffff","77.469736","1.3.1","host","USB","URB_INTERRUPT in"
"4871","00fffe00","31","0x00000001","0xffffffff","77.485336","1.3.1","host","USB","URB_INTERRUPT in"
"4872","00fffb00","31","0x00000001","0xffffffff","77.485336","1.3.1","host","USB","URB_INTERRUPT in"
"4873","00fdfc00","31","0x00000001","0xffffffff","77.500936","1.3.1","host","USB","URB_INTERRUPT in"
"4874","00fefb00","31","0x00000001","0xffffffff","77.500936","1.3.1","host","USB","URB_INTERRUPT in"
"4875","00fefc00","31","0x00000001","0xffffffff","77.516536","1.3.1","host","USB","URB_INTERRUPT in"
"4876","00fffc00","31","0x00000001","0xffffffff","77.516536","1.3.1","host","USB","URB_INTERRUPT in"
"4877","00fffd00","31","0x00000001","0xffffffff","77.532136","1.3.1","host","USB","URB_INTERRUPT in"
"4878","00fffd00","31","0x00000001","0xffffffff","77.532136","1.3.1","host","USB","URB_INTERRUPT in"
"4879","0000fc00","31","0x00000001","0xffffffff","77.547736","1.3.1","host","USB","URB_INTERRUPT in"
"4880","00fefd00","31","0x00000001","0xffffffff","77.547736","1.3.1","host","USB","URB_INTERRUPT in"
"4881","0000fe00","31","0x00000001","0xffffffff","77.563336","1.3.1","host","USB","URB_INTERRUPT in"
"4882","0000fe00","31","0x00000001","0xffffffff","77.563336","1.3.1","host","USB","URB_INTERRUPT in"
"4883","0000fd00","31","0x00000001","0xffffffff","77.578936","1.3.1","host","USB","URB_INTERRUPT in"
"4884","00fffe00","31","0x00000001","0xffffffff","77.578936","1.3.1","host","USB","URB_INTERRUPT in"
"4885","0000ff00","31","0x00000001","0xffffffff","77.610136","1.3.1","host","USB","URB_INTERRUPT in"
"4886","0000fe00","31","0x00000001","0xffffffff","77.610136","1.3.1","host","USB","URB_INTERRUPT in"
"4887","0000fe00","31","0x00000001","0xffffffff","77.625736","1.3.1","host","USB","URB_INTERRUPT in"
"4888","0001ff00","31","0x00000001","0xffffffff","77.625736","1.3.1","host","USB","URB_INTERRUPT in"
"4889","0001fe00","31","0x00000001","0xffffffff","77.641336","1.3.1","host","USB","URB_INTERRUPT in"
"4890","0000fe00","31","0x00000001","0xffffffff","77.656936","1.3.1","host","USB","URB_INTERRUPT in"
"4891","0001ff00","31","0x00000001","0xffffffff","77.656936","1.3.1","host","USB","URB_INTERRUPT in"
"4892","0000fe00","31","0x00000001","0xffffffff","77.688136","1.3.1","host","USB","URB_INTERRUPT in"
"4893","0000ff00","31","0x00000001","0xffffffff","77.688136","1.3.1","host","USB","URB_INTERRUPT in"
"4894","0000ff00","31","0x00000001","0xffffffff","77.703736","1.3.1","host","USB","URB_INTERRUPT in"
"4895","0000ff00","31","0x00000001","0xffffffff","77.719336","1.3.1","host","USB","URB_INTERRUPT in"
"4896","0000fe00","31","0x00000001","0xffffffff","77.750536","1.3.1","host","USB","URB_INTERRUPT in"
"4897","0000ff00","31","0x00000001","0xffffffff","77.766136","1.3.1","host","USB","URB_INTERRUPT in"
"4898","0000ff00","31","0x00000001","0xffffffff","77.781736","1.3.1","host","USB","URB_INTERRUPT in"
"4899","0000ff00","31","0x00000001","0xffffffff","77.781736","1.3.1","host","USB","URB_INTERRUPT in"
"4900","0000fe00","31","0x00000001","0xffffffff","77.797336","1.3.1","host","USB","URB_INTERRUPT in"
"4901","00fefe00","31","0x00000001","0xffffffff","77.797336","1.3.1","host","USB","URB_INTERRUPT in"
"4902","00ffff00","31","0x00000001","0xffffffff","77.797336","1.3.1","host","USB","URB_INTERRUPT in"
"4903","00feff00","31","0x00000001","0xffffffff","77.812937","1.3.1","host","USB","URB_INTERRUPT in"
"4904","0000ff00","31","0x00000001","0xffffffff","77.875337","1.3.1","host","USB","URB_INTERRUPT in"
"4905","00ffff00","31","0x00000001","0xffffffff","77.890937","1.3.1","host","USB","URB_INTERRUPT in"
"4906","00ffff00","31","0x00000001","0xffffffff","77.890937","1.3.1","host","USB","URB_INTERRUPT in"
"4907","00ffff00","31","0x00000001","0xffffffff","77.906537","1.3.1","host","USB","URB_INTERRUPT in"
"4908","00ffff00","31","0x00000001","0xffffffff","77.922137","1.3.1","host","USB","URB_INTERRUPT in"
"4909","0000ff00","31","0x00000001","0xffffffff","77.953337","1.3.1","host","USB","URB_INTERRUPT in"
"4910","00ffff00","31","0x00000001","0xffffffff","78.031337","1.3.1","host","USB","URB_INTERRUPT in"
"4911","00ffff00","31","0x00000001","0xffffffff","78.046937","1.3.1","host","USB","URB_INTERRUPT in"
"4912","00ffff00","31","0x00000001","0xffffffff","78.062537","1.3.1","host","USB","URB_INTERRUPT in"
"4913","01000000","31","0x00000001","0xffffffff","78.140537","1.3.1","host","USB","URB_INTERRUPT in"
"4914","01ff0000","31","0x00000001","0xffffffff","78.187337","1.3.1","host","USB","URB_INTERRUPT in"
"4915","01ff0100","31","0x00000001","0xffffffff","78.265337","1.3.1","host","USB","URB_INTERRUPT in"
"4916","01000100","31","0x00000001","0xffffffff","78.296537","1.3.1","host","USB","URB_INTERRUPT in"
"4917","01000100","31","0x00000001","0xffffffff","78.312137","1.3.1","host","USB","URB_INTERRUPT in"
"4918","01000100","31","0x00000001","0xffffffff","78.327737","1.3.1","host","USB","URB_INTERRUPT in"
"4919","01000200","31","0x00000001","0xffffffff","78.343337","1.3.1","host","USB","URB_INTERRUPT in"
"4920","01000100","31","0x00000001","0xffffffff","78.343337","1.3.1","host","USB","URB_INTERRUPT in"
"4921","01020200","31","0x00000001","0xffffffff","78.358937","1.3.1","host","USB","URB_INTERRUPT in"
"4922","01020100","31","0x00000001","0xffffffff","78.436938","1.3.1","host","USB","URB_INTERRUPT in"
"4923","01020000","31","0x00000001","0xffffffff","78.468138","1.3.1","host","USB","URB_INTERRUPT in"
"4924","01010000","31","0x00000001","0xffffffff","78.499338","1.3.1","host","USB","URB_INTERRUPT in"
"4925","01010000","31","0x00000001","0xffffffff","78.499338","1.3.1","host","USB","URB_INTERRUPT in"
"4926","01010000","31","0x00000001","0xffffffff","78.530538","1.3.1","host","USB","URB_INTERRUPT in"
"4927","01020000","31","0x00000001","0xffffffff","78.530538","1.3.1","host","USB","URB_INTERRUPT in"
"4928","01010000","31","0x00000001","0xffffffff","78.530538","1.3.1","host","USB","URB_INTERRUPT in"
"4929","0102ff00","31","0x00000001","0xffffffff","78.546138","1.3.1","host","USB","URB_INTERRUPT in"
"4930","0101ff00","31","0x00000001","0xffffffff","78.561738","1.3.1","host","USB","URB_INTERRUPT in"
"4931","0100ff00","31","0x00000001","0xffffffff","78.592938","1.3.1","host","USB","URB_INTERRUPT in"
"4932","0100ff00","31","0x00000001","0xffffffff","78.670938","1.3.1","host","USB","URB_INTERRUPT in"
"4933","01ffff00","31","0x00000001","0xffffffff","78.686538","1.3.1","host","USB","URB_INTERRUPT in"
"4934","01ff0000","31","0x00000001","0xffffffff","78.702138","1.3.1","host","USB","URB_INTERRUPT in"
"4935","01ff0000","31","0x00000001","0xffffffff","78.733338","1.3.1","host","USB","URB_INTERRUPT in"
"4936","01ff0000","31","0x00000001","0xffffffff","78.748938","1.3.1","host","USB","URB_INTERRUPT in"
"4937","01ff0000","31","0x00000001","0xffffffff","78.764538","1.3.1","host","USB","URB_INTERRUPT in"
"4938","01feff00","31","0x00000001","0xffffffff","78.764538","1.3.1","host","USB","URB_INTERRUPT in"
"4939","01ff0000","31","0x00000001","0xffffffff","78.780138","1.3.1","host","USB","URB_INTERRUPT in"
"4940","01ff0000","31","0x00000001","0xffffffff","78.780138","1.3.1","host","USB","URB_INTERRUPT in"
"4941","01ff0000","31","0x00000001","0xffffffff","78.795738","1.3.1","host","USB","URB_INTERRUPT in"
"4942","01fe0000","31","0x00000001","0xffffffff","78.858138","1.3.1","host","USB","URB_INTERRUPT in"
"4943","01ff0000","31","0x00000001","0xffffffff","78.873738","1.3.1","host","USB","URB_INTERRUPT in"
"4944","01ff0000","31","0x00000001","0xffffffff","78.889338","1.3.1","host","USB","URB_INTERRUPT in"
"4945","01ff0000","31","0x00000001","0xffffffff","78.904938","1.3.1","host","USB","URB_INTERRUPT in"
"4946","01fe0000","31","0x00000001","0xffffffff","78.920538","1.3.1","host","USB","URB_INTERRUPT in"
"4947","01ff0000","31","0x00000001","0xffffffff","78.951739","1.3.1","host","USB","URB_INTERRUPT in"
"4948","00000000","31","0x00000001","0xffffffff","79.045339","1.3.1","host","USB","URB_INTERRUPT in"
"4949","00020000","31","0x00000001","0xffffffff","79.092139","1.3.1","host","USB","URB_INTERRUPT in"
"4950","00030000","31","0x00000001","0xffffffff","79.092139","1.3.1","host","USB","URB_INTERRUPT in"
"4951","0003ff00","31","0x00000001","0xffffffff","79.107739","1.3.1","host","USB","URB_INTERRUPT in"
"4952","0004ff00","31","0x00000001","0xffffffff","79.107739","1.3.1","host","USB","URB_INTERRUPT in"
"4953","0004ff00","31","0x00000001","0xffffffff","79.123339","1.3.1","host","USB","URB_INTERRUPT in"
"4954","00050000","31","0x00000001","0xffffffff","79.123339","1.3.1","host","USB","URB_INTERRUPT in"
"4955","0004ff00","31","0x00000001","0xffffffff","79.138939","1.3.1","host","USB","URB_INTERRUPT in"
"4956","00040000","31","0x00000001","0xffffffff","79.138939","1.3.1","host","USB","URB_INTERRUPT in"
"4957","00030000","31","0x00000001","0xffffffff","79.154539","1.3.1","host","USB","URB_INTERRUPT in"
"4958","00030000","31","0x00000001","0xffffffff","79.154539","1.3.1","host","USB","URB_INTERRUPT in"
"4959","00050000","31","0x00000001","0xffffffff","79.170139","1.3.1","host","USB","URB_INTERRUPT in"
"4960","00040000","31","0x00000001","0xffffffff","79.170139","1.3.1","host","USB","URB_INTERRUPT in"
"4961","00030000","31","0x00000001","0xffffffff","79.185739","1.3.1","host","USB","URB_INTERRUPT in"
"4962","00040000","31","0x00000001","0xffffffff","79.185739","1.3.1","host","USB","URB_INTERRUPT in"
"4963","00030000","31","0x00000001","0xffffffff","79.201339","1.3.1","host","USB","URB_INTERRUPT in"
"4964","0003ff00","31","0x00000001","0xffffffff","79.201339","1.3.1","host","USB","URB_INTERRUPT in"
"4965","00020000","31","0x00000001","0xffffffff","79.216939","1.3.1","host","USB","URB_INTERRUPT in"
"4966","0003fe00","31","0x00000001","0xffffffff","79.216939","1.3.1","host","USB","URB_INTERRUPT in"
"4967","0003ff00","31","0x00000001","0xffffffff","79.232539","1.3.1","host","USB","URB_INTERRUPT in"
"4968","00040000","31","0x00000001","0xffffffff","79.232539","1.3.1","host","USB","URB_INTERRUPT in"
"4969","0003fe00","31","0x00000001","0xffffffff","79.248139","1.3.1","host","USB","URB_INTERRUPT in"
"4970","00020000","31","0x00000001","0xffffffff","79.248139","1.3.1","host","USB","URB_INTERRUPT in"
"4971","0003fe00","31","0x00000001","0xffffffff","79.248139","1.3.1","host","USB","URB_INTERRUPT in"
"4972","0002ff00","31","0x00000001","0xffffffff","79.263739","1.3.1","host","USB","URB_INTERRUPT in"
"4973","0001ff00","31","0x00000001","0xffffffff","79.263739","1.3.1","host","USB","URB_INTERRUPT in"
"4974","0002ff00","31","0x00000001","0xffffffff","79.279339","1.3.1","host","USB","URB_INTERRUPT in"
"4975","0001ff00","31","0x00000001","0xffffffff","79.279339","1.3.1","host","USB","URB_INTERRUPT in"
"4976","0002fe00","31","0x00000001","0xffffffff","79.294939","1.3.1","host","USB","URB_INTERRUPT in"
"4977","0001ff00","31","0x00000001","0xffffffff","79.294939","1.3.1","host","USB","URB_INTERRUPT in"
"4978","0001ff00","31","0x00000001","0xffffffff","79.310539","1.3.1","host","USB","URB_INTERRUPT in"
"4979","00020000","31","0x00000001","0xffffffff","79.326139","1.3.1","host","USB","URB_INTERRUPT in"
"4980","0001ff00","31","0x00000001","0xffffffff","79.326139","1.3.1","host","USB","URB_INTERRUPT in"
"4981","0000ff00","31","0x00000001","0xffffffff","79.357339","1.3.1","host","USB","URB_INTERRUPT in"
"4982","0001ff00","31","0x00000001","0xffffffff","79.357339","1.3.1","host","USB","URB_INTERRUPT in"
"4983","0000ff00","31","0x00000001","0xffffffff","79.404139","1.3.1","host","USB","URB_INTERRUPT in"
"4984","0001fe00","31","0x00000001","0xffffffff","79.435339","1.3.1","host","USB","URB_INTERRUPT in"
"4985","0001fe00","31","0x00000001","0xffffffff","79.497739","1.3.1","host","USB","URB_INTERRUPT in"
"4986","00010000","31","0x00000001","0xffffffff","79.513339","1.3.1","host","USB","URB_INTERRUPT in"
"4987","0001ff00","31","0x00000001","0xffffffff","79.513339","1.3.1","host","USB","URB_INTERRUPT in"
"4988","0001ff00","31","0x00000001","0xffffffff","79.528940","1.3.1","host","USB","URB_INTERRUPT in"
"4989","0001ff00","31","0x00000001","0xffffffff","79.528940","1.3.1","host","USB","URB_INTERRUPT in"
"4990","0001ff00","31","0x00000001","0xffffffff","79.544540","1.3.1","host","USB","URB_INTERRUPT in"
"4991","0002ff00","31","0x00000001","0xffffffff","79.560140","1.3.1","host","USB","URB_INTERRUPT in"
"4992","0001ff00","31","0x00000001","0xffffffff","79.575740","1.3.1","host","USB","URB_INTERRUPT in"
"4993","0001ff00","31","0x00000001","0xffffffff","79.591340","1.3.1","host","USB","URB_INTERRUPT in"
"4994","0001fe00","31","0x00000001","0xffffffff","79.606940","1.3.1","host","USB","URB_INTERRUPT in"
"4995","0000ff00","31","0x00000001","0xffffffff","79.622540","1.3.1","host","USB","URB_INTERRUPT in"
"4996","0001ff00","31","0x00000001","0xffffffff","79.700540","1.3.1","host","USB","URB_INTERRUPT in"
"4997","00020000","31","0x00000001","0xffffffff","79.762940","1.3.1","host","USB","URB_INTERRUPT in"
"4998","00030000","31","0x00000001","0xffffffff","79.778540","1.3.1","host","USB","URB_INTERRUPT in"
"4999","00030000","31","0x00000001","0xffffffff","79.778540","1.3.1","host","USB","URB_INTERRUPT in"
"5000","00030000","31","0x00000001","0xffffffff","79.794140","1.3.1","host","USB","URB_INTERRUPT in"
"5001","00050100","31","0x00000001","0xffffffff","79.794140","1.3.1","host","USB","URB_INTERRUPT in"
"5002","00050200","31","0x00000001","0xffffffff","79.809740","1.3.1","host","USB","URB_INTERRUPT in"
"5003","00020000","31","0x00000001","0xffffffff","79.809740","1.3.1","host","USB","URB_INTERRUPT in"
"5004","00030000","31","0x00000001","0xffffffff","79.825340","1.3.1","host","USB","URB_INTERRUPT in"
"5005","00010000","31","0x00000001","0xffffffff","79.825340","1.3.1","host","USB","URB_INTERRUPT in"
"5006","00010100","31","0x00000001","0xffffffff","79.934540","1.3.1","host","USB","URB_INTERRUPT in"
"5007","01000000","31","0x00000001","0xffffffff","79.996940","1.3.1","host","USB","URB_INTERRUPT in"
